start,duration,value
2023-07-27T17:49:00+02:00,[60],[8]
2023-07-27T18:17:00+02:00,[60],[7]
2023-07-27T18:50:00+02:00,"[60,60,60,60]","[38,33,14,0]"
2023-07-27T19:26:00+02:00,[60],[8]
2023-07-27T19:47:00+02:00,[60],[6]
2023-07-27T20:07:00+02:00,[60],[9]
2023-07-27T20:40:49+02:00,[10],[2]
2023-07-27T20:41:00+02:00,"[60,60,60]","[15,7,45]"
2023-07-27T20:48:00+02:00,[60],[33]
2023-07-27T20:50:00+02:00,[60],[8]
2023-07-27T20:59:00+02:00,[60],[24]
2023-07-27T21:08:00+02:00,"[60,60]","[0,8]"
2023-07-27T21:46:00+02:00,[60],[8]
2023-07-27T22:04:00+02:00,[60],[6]
2023-07-27T22:06:00+02:00,[60],[8]
2023-07-27T22:35:00+02:00,"[60,60,60,60,60,60,60,60]","[7,10,7,39,9,20,19,11]"
2023-07-27T22:45:00+02:00,"[60,60]","[14,38]"
2023-07-27T22:49:00+02:00,"[60,60]","[22,13]"
2023-07-27T22:52:00+02:00,[60],[35]
2023-07-27T22:54:00+02:00,[60],[9]
2023-07-27T22:56:00+02:00,[60],[6]
2023-07-27T23:05:00+02:00,[60],[6]
2023-07-28T06:50:00+02:00,"[60,60,60]","[10,9,20]"
2023-07-28T08:21:00+02:00,[60],[6]
2023-07-28T08:31:00+02:00,"[60,60,60]","[29,10,10]"
2023-07-28T10:28:00+02:00,[60],[7]
2023-07-28T10:39:00+02:00,[60],[6]
2023-07-28T10:52:00+02:00,[60],[7]
2023-07-28T11:18:00+02:00,[60],[9]
2023-07-28T11:21:00+02:00,[60],[26]
2023-07-28T11:25:00+02:00,"[60,60,60,60,60]","[16,6,15,12,9]"
2023-07-28T13:30:00+02:00,"[60,60]","[10,11]"
2023-07-28T13:44:13+02:00,[46],[8]
2023-07-28T14:27:00+02:00,[60],[41]
2023-07-28T14:36:06+02:00,[53],[27]
2023-07-28T15:20:15+02:00,[44],[17]
2023-07-28T15:21:00+02:00,[15],[6]
2023-07-28T15:31:00+02:00,[49],[8]
2023-07-28T13:45:00+02:00,[60],[43]
2023-07-28T13:48:00+02:00,[60],[9]
2023-07-28T14:09:00+02:00,"[60,60]","[11,8]"
2023-07-28T14:12:00+02:00,"[60,60,60]","[13,22,10]"
2023-07-28T14:16:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60]","[14,11,23,56,26,20,47,9,23,10,74]"
2023-07-28T14:28:00+02:00,"[60,60,60,60,60,60,60,60]","[83,54,17,65,9,12,98,36]"
2023-07-28T14:37:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[34,14,31,34,9,55,38,0,0,6,27,6,10,12,0,9,8,0,0,0,0,0,0,0,0,0,0,16,66,8,47,6,0]"
2023-07-28T15:24:00+02:00,[60],[6]
2023-07-28T15:26:00+02:00,[60],[11]
2023-07-28T15:30:00+02:00,[60],[13]
2023-07-28T15:33:00+02:00,[60],[14]
2023-07-28T15:39:00+02:00,[60],[8]
2023-07-28T15:44:00+02:00,"[60,60,60,60,60,60,60,60,60,60]","[17,11,69,23,6,20,19,78,21,12]"
2023-07-28T15:56:00+02:00,"[60,60,60]","[23,30,45]"
2023-07-28T16:42:00+02:00,"[60,60]","[10,16]"
