start,duration,value
2023-07-27T16:19:00+02:00,"[60,60,60,35]","[1.97,1.97,1.969,1.152]"
2023-07-27T16:23:00+02:00,[16],[0.551]
2023-07-27T16:51:00+02:00,"[60,60]","[0.42,0.24]"
2023-07-27T17:00:00+02:00,[60],[0.18]
2023-07-27T17:11:00+02:00,[60],[0.41]
2023-07-27T17:17:00+02:00,"[60,60,60,60,60,60,60]","[0.32,0.38,0.47,0.23,0.18,0,0]"
2023-07-27T17:24:00+02:00,[60],[0.29]
2023-07-27T17:32:00+02:00,"[60,60,60]","[0,0,0.41]"
2023-07-27T17:49:00+02:00,[60],[0.26]
2023-07-27T18:17:00+02:00,[60],[0.21]
2023-07-27T18:50:00+02:00,"[60,60,60,60]","[1.13,1.05,0.38,0]"
2023-07-27T19:26:00+02:00,[60],[0.27]
2023-07-27T19:47:00+02:00,[60],[0.2]
2023-07-27T20:07:00+02:00,[60],[0.28]
2023-07-27T20:40:49+02:00,[10],[0.35]
2023-07-27T20:41:00+02:00,"[60,60,60]","[0.48,0.22,1.42]"
2023-07-27T20:48:00+02:00,[60],[1.02]
2023-07-27T20:50:00+02:00,[60],[0.2]
2023-07-27T20:59:00+02:00,[60],[0.76]
2023-07-27T21:08:00+02:00,"[60,60]","[0,0.28]"
2023-07-27T21:46:00+02:00,[60],[0.23]
2023-07-27T22:04:00+02:00,[60],[0.18]
2023-07-27T22:06:00+02:00,[60],[0.24]
2023-07-27T22:35:00+02:00,"[60,60,60,60,60,60,60,60]","[0.2,0.31,0.24,1.25,0.29,0.69,0.6,0.36]"
2023-07-27T22:45:00+02:00,"[60,60]","[0.42,1.28]"
2023-07-27T22:49:00+02:00,"[60,60]","[0.63,0.41]"
2023-07-27T22:52:00+02:00,[60],[1.13]
2023-07-27T22:54:00+02:00,[60],[0.29]
2023-07-27T22:56:00+02:00,[60],[0.18]
2023-07-27T23:05:00+02:00,[60],[0.18]
